Server Name,File Name,Config Type,Docker Permutation Key,Install Success,Logs Retrieved,Ping Success,Error,Timestamp
doggybee__mcp-server-ccxt,doggybee__mcp-server-ccxt.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:00:24.930Z
doggybee__mcp-server-leetcode,doggybee__mcp-server-leetcode.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.930Z
domdomegg__airtable-mcp-server,domdomegg__airtable-mcp-server.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:00:24.930Z
dotemacs__domain-lookup-mcp,dotemacs__domain-lookup-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.930Z
duaraghav8__mcpjungle,duaraghav8__mcpjungle.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.930Z
dumpling-ai__mcp-server-dumplingai,dumpling-ai__mcp-server-dumplingai.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:00:24.930Z
eat-pray-ai__yutu,eat-pray-ai__yutu.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.930Z
edgedelta__edgedelta-mcp-server,edgedelta__edgedelta-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.930Z
edwinbernadus__nocodb-mcp-server,edwinbernadus__nocodb-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:00:24.931Z
effytech__freshdesk_mcp,effytech__freshdesk_mcp.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:00:24.931Z
ekkyarmandi__ticktick-mcp,ekkyarmandi__ticktick-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.613Z
elie222__inbox-zero__apps__mcp-server,elie222__inbox-zero__apps__mcp-server.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:01:26.613Z
emicklei__mcp-log-proxy,emicklei__mcp-log-proxy.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.613Z
emicklei__melrose-mcp,emicklei__melrose-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.613Z
endorhq__cli,endorhq__cli.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.613Z
entanglr__zettelkasten-mcp,entanglr__zettelkasten-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.613Z
ergut__mcp-bigquery-server,ergut__mcp-bigquery-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.614Z
erikhoward__adls-mcp-server,erikhoward__adls-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:01:26.614Z
erithwik__mcp-hn,erithwik__mcp-hn.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:01:26.614Z
esignaturescom__mcp-server-esignatures,esignaturescom__mcp-server-esignatures.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:01:26.614Z
espressif__esp-rainmaker-mcp,espressif__esp-rainmaker-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
evalstate__mcp-hfspace,evalstate__mcp-hfspace.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
evalstate__mcp-miro,evalstate__mcp-miro.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
exa-labs__exa-mcp-server,exa-labs__exa-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
executeautomation__mcp-playwright,executeautomation__mcp-playwright.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:02:28.214Z
exoticknight__mcp-file-merger,exoticknight__mcp-file-merger.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
eyalzh__browser-control-mcp,eyalzh__browser-control-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
ezyang__codemcp,ezyang__codemcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:02:28.214Z
f4ww4z__mcp-mysql-server,f4ww4z__mcp-mysql-server.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:02:28.214Z
fatwang2__search1api-mcp,fatwang2__search1api-mcp.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:02:28.215Z
ferdousbhai__investor-agent,ferdousbhai__investor-agent.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:03:29.680Z
ferdousbhai__tasty-agent,ferdousbhai__tasty-agent.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:03:29.680Z
ferdousbhai__wsb-analyst-mcp,ferdousbhai__wsb-analyst-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:03:29.680Z
ferrants__memvid-mcp-server,ferrants__memvid-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:03:29.680Z
ferrislucas__iterm-mcp,ferrislucas__iterm-mcp.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:03:29.680Z
feuerdev__keep-mcp,feuerdev__keep-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:03:29.680Z
firecrawl__firecrawl-mcp-server,firecrawl__firecrawl-mcp-server.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:03:29.680Z
fireproof-storage__mcp-database-server,fireproof-storage__mcp-database-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:03:29.680Z
firstorderai__authenticator_mcp,firstorderai__authenticator_mcp.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:03:29.680Z
flipt-io__mcp-server-flipt,flipt-io__mcp-server-flipt.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:03:29.680Z
flowcore-io__mcp-flowcore-platform,flowcore-io__mcp-flowcore-platform.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.175Z
flux159__mcp-server-kubernetes,flux159__mcp-server-kubernetes.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:04:31.175Z
format37__youtube_mcp,format37__youtube_mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
fosdickio__binary_ninja_mcp,fosdickio__binary_ninja_mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
fotoetienne__gqai,fotoetienne__gqai.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
fr0gger__mcp_security,fr0gger__mcp_security.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
fradser__mcp-server-apple-reminders,fradser__mcp-server-apple-reminders.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:04:31.176Z
freema__mcp-design-system-extractor,freema__mcp-design-system-extractor.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
freema__mcp-gsheets,freema__mcp-gsheets.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
freepeak__db-mcp-server,freepeak__db-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:04:31.176Z
furey__mongodb-lens,furey__mongodb-lens.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
g0t4__mcp-server-commands,g0t4__mcp-server-commands.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:05:32.663Z
gabrielmaialva33__winx-code-agent,gabrielmaialva33__winx-code-agent.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
gaffx__volatility-mcp,gaffx__volatility-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
gannonh__firebase-mcp,gannonh__firebase-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
gbrigandi__mcp-server-cortex,gbrigandi__mcp-server-cortex.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
gbrigandi__mcp-server-thehive,gbrigandi__mcp-server-thehive.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
gbrigandi__mcp-server-wazuh,gbrigandi__mcp-server-wazuh.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
genomoncology__biomcp,genomoncology__biomcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
getalby__mcp,getalby__mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:05:32.663Z
getalby__nwc-mcp-server,getalby__nwc-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.238Z
getrupt__ashra-mcp,getrupt__ashra-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.239Z
githejie__mcp-server-calculator,githejie__mcp-server-calculator.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:06:34.239Z
github__github-mcp-server,github__github-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.239Z
gitkraken__gk-cli,gitkraken__gk-cli.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.239Z
gitmotion__ntfy-me-mcp,gitmotion__ntfy-me-mcp.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:06:34.239Z
giuseppe-coco__google-workspace-mcp-server,giuseppe-coco__google-workspace-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.239Z
glaksmono__finbud-data-mcp__packages__mcp-server,glaksmono__finbud-data-mcp__packages__mcp-server.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:06:34.239Z
glenngillen__mcpmcp-server,glenngillen__mcpmcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:06:34.239Z
glips__figma-context-mcp,glips__figma-context-mcp.json,server,,TRUE,TRUE,TRUE,,2025-09-08T16:06:34.239Z
gofireflyio__firefly-mcp,gofireflyio__firefly-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.656Z
gomarble-ai__facebook-ads-mcp-server,gomarble-ai__facebook-ads-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.656Z
gomarble-ai__google-ads-mcp-server,gomarble-ai__google-ads-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.656Z
gongrzhe__gmail-mcp-server,gongrzhe__gmail-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.656Z
googleapis__genai-toolbox,googleapis__genai-toolbox.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.657Z
gorosun__unified-diff-mcp,gorosun__unified-diff-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.657Z
gotoolkits__mcp-difyworkflow-server,gotoolkits__mcp-difyworkflow-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.657Z
govcraft__rust-docs-mcp-server,govcraft__rust-docs-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.657Z
grafana__mcp-grafana,grafana__mcp-grafana.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:07:35.657Z
graphlit__graphlit-mcp-server,graphlit__graphlit-mcp-server.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:07:35.657Z
greptimeteam__greptimedb-mcp-server,greptimeteam__greptimedb-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
growilabs__growi-mcp-server,growilabs__growi-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
growthbook__growthbook-mcp,growthbook__growthbook-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
guillochon__mlb-api-mcp,guillochon__mlb-api-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
gwbischof__bluesky-social-mcp,gwbischof__bluesky-social-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
gwbischof__free-will-mcp,gwbischof__free-will-mcp.json,server,,TRUE,TRUE,FALSE,Error indicators found in logs,2025-09-08T16:08:37.179Z
gwbischof__outsource-mcp,gwbischof__outsource-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
hagaihen__facebook-mcp-server,hagaihen__facebook-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
hainanzhao__mcp-gitlab-jira,hainanzhao__mcp-gitlab-jira.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
hamflx__imagen3-mcp,hamflx__imagen3-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:08:37.179Z
hannesrudolph__imessage-query-fastmcp-mcp-server,hannesrudolph__imessage-query-fastmcp-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
hannesrudolph__mcp-ragdocs,hannesrudolph__mcp-ragdocs.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
hannesrudolph__sqlite-explorer-fastmcp-mcp-server,hannesrudolph__sqlite-explorer-fastmcp-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
hardik-id__azure-resource-graph-mcp-server,hardik-id__azure-resource-graph-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
haris-musa__excel-mcp-server,haris-musa__excel-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
harry-027__jotdown,harry-027__jotdown.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
hbg__mcp-paperswithcode,hbg__mcp-paperswithcode.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
hellokaton__unsplash-mcp-server,hellokaton__unsplash-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.655Z
henryhaoson__yuque-mcp-server,henryhaoson__yuque-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.656Z
heurist-network__heurist-mesh-mcp-server,heurist-network__heurist-mesh-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:09:38.656Z
hieuttmmo__entraid-mcp-server,hieuttmmo__entraid-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.185Z
higress-group__higress-ops-mcp-server,higress-group__higress-ops-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hijaz__postmancer,hijaz__postmancer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hileamlakb__prims,hileamlakb__prims.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
himalayas-app__himalayas-mcp,himalayas-app__himalayas-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hiromitsusasaki__raindrop-io-mcp-server,hiromitsusasaki__raindrop-io-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hloiseaufcms__mcp-gopls,hloiseaufcms__mcp-gopls.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hmk__attio-mcp-server,hmk__attio-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
hmk__box-mcp-server,hmk__box-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
horw__esp-mcp,horw__esp-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:40.186Z
huggingagi__mcp-baostock-server,huggingagi__mcp-baostock-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
humansignal__label-studio-mcp-server,humansignal__label-studio-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hungthai1401__bruno-mcp,hungthai1401__bruno-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hustcc__mcp-echarts,hustcc__mcp-echarts.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hustcc__mcp-mermaid,hustcc__mcp-mermaid.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hydrolix__mcp-hydrolix,hydrolix__mcp-hydrolix.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hyperb1iss__droidmind,hyperb1iss__droidmind.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hyperb1iss__lucidity-mcp,hyperb1iss__lucidity-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
hypersequent__qasphere-mcp,hypersequent__qasphere-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
i-am-bee__acp-mcp,i-am-bee__acp-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:41.791Z
iaptic__mcp-server-iaptic,iaptic__mcp-server-iaptic.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.470Z
idoru__influxdb-mcp-server,idoru__influxdb-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.470Z
idosal__git-mcp,idosal__git-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.470Z
idoyudha__mcp-keycloak,idoyudha__mcp-keycloak.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
ihor-sokoliuk__mcp-searxng,ihor-sokoliuk__mcp-searxng.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
ilyagulya__gradle-mcp-server,ilyagulya__gradle-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
imprvhub__mcp-browser-agent,imprvhub__mcp-browser-agent.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
imprvhub__mcp-claude-hackernews,imprvhub__mcp-claude-hackernews.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
imprvhub__mcp-claude-spotify,imprvhub__mcp-claude-spotify.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
imprvhub__mcp-domain-availability,imprvhub__mcp-domain-availability.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:43.471Z
imprvhub__mcp-rss-aggregator,imprvhub__mcp-rss-aggregator.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.220Z
imprvhub__mcp-status-observer,imprvhub__mcp-status-observer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.220Z
incentivai__quickchat-ai-mcp,incentivai__quickchat-ai-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.220Z
inditextech__mcp-server-simulator-ios-idb,inditextech__mcp-server-simulator-ios-idb.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
inditextech__mcp-teams-server,inditextech__mcp-teams-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
influxdata__influxdb3_mcp_server,influxdata__influxdb3_mcp_server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
inhiblabcore__mcp-image-compression,inhiblabcore__mcp-image-compression.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
inkbytefo__screenmonitormcp,inkbytefo__screenmonitormcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
inspektor-gadget__ig-mcp-server,inspektor-gadget__ig-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
integromat__make-mcp-server,integromat__make-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:45.221Z
intentos-labs__beeper-mcp,intentos-labs__beeper-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.155Z
intruder-io__intruder-mcp,intruder-io__intruder-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.155Z
inventer-dev__mcp-internet-speed-test,inventer-dev__mcp-internet-speed-test.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.155Z
ip2location__mcp-ip2location-io,ip2location__mcp-ip2location-io.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.155Z
ipfind__ipfind-mcp-server,ipfind__ipfind-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
ipfred__aiwen-mcp-server-geoip,ipfred__aiwen-mcp-server-geoip.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
iplocate__mcp-server-iplocate,iplocate__mcp-server-iplocate.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
isaacphi__mcp-gdrive,isaacphi__mcp-gdrive.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
isaacphi__mcp-language-server,isaacphi__mcp-language-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
isaacwasserman__mcp-snowflake-server,isaacwasserman__mcp-snowflake-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:47.156Z
isaacwasserman__mcp-vegalite-server,isaacwasserman__mcp-vegalite-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.997Z
isnow890__naver-search-mcp,isnow890__naver-search-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
iunera__druid-mcp-server,iunera__druid-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
ivanamador__vercel-ai-docs-mcp,ivanamador__vercel-ai-docs-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
ivanmurzak__unity-mcp,ivanmurzak__unity-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
ivnvxd__mcp-server-odoo,ivnvxd__mcp-server-odoo.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
ivo-toby__contentful-mcp,ivo-toby__contentful-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
j3k0__speech-sh__mcp_readme-md,j3k0__speech-sh__mcp_readme-md.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
j4c0bs__mcp-server-sql-analyzer,j4c0bs__mcp-server-sql-analyzer.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
jae-jae__fetcher-mcp,jae-jae__fetcher-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:48.998Z
jae-jae__g-search-mcp,jae-jae__g-search-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.800Z
jagan-shanmugam__climatiq-mcp-server,jagan-shanmugam__climatiq-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jagan-shanmugam__mattermost-mcp-host,jagan-shanmugam__mattermost-mcp-host.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jagan-shanmugam__open-streetmap-mcp,jagan-shanmugam__open-streetmap-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jaipandya__producthunt-mcp-server,jaipandya__producthunt-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jamesanz__bitcoin-mcp,jamesanz__bitcoin-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jamesanz__cross-llm-mcp,jamesanz__cross-llm-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jamesanz__medical-mcp,jamesanz__medical-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jamesanz__memory-mcp,jamesanz__memory-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
jamesanz__prediction-market-mcp,jamesanz__prediction-market-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:50.801Z
janreges__ai-distiller,janreges__ai-distiller.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
janswist__mcp-dexscreener,janswist__mcp-dexscreener.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
jasonjmcghee__claude-debugs-for-you,jasonjmcghee__claude-debugs-for-you.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
jdubois__azure-cli-mcp,jdubois__azure-cli-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
jeannier__homebrew-mcp,jeannier__homebrew-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
jen6__ticktick-mcp,jen6__ticktick-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.536Z
jetbrains__mcpproxy,jetbrains__mcpproxy.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.537Z
jiayao__mcp-chess,jiayao__mcp-chess.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.537Z
jimfilippou__things-mcp,jimfilippou__things-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.537Z
jinzcdev__leetcode-mcp-server,jinzcdev__leetcode-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:10:52.537Z
jinzcdev__markmap-mcp-server,jinzcdev__markmap-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
jjsantos01__jupyter-notebook-mcp,jjsantos01__jupyter-notebook-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
jjsantos01__qgis_mcp,jjsantos01__qgis_mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
jktfe__servemyapi,jktfe__servemyapi.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
jlowin__fastmcp,jlowin__fastmcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
joelio__stocky,joelio__stocky.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
johannesbrandenburger__typst-mcp,johannesbrandenburger__typst-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
johnneerdael__netskope-mcp,johnneerdael__netskope-mcp.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
joinly-ai__joinly,joinly-ai__joinly.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
jordandalton__doordash-mcp-server,jordandalton__doordash-mcp-server.json,server,,FALSE,FALSE,FALSE,Request failed,2025-09-08T16:11:23.799Z
